,학교,과정,결과,via,on,출신,게시날짜,코멘트
193,Duke University,"Biology, PhD (F19)",Rejected,Website,20 Feb 2019,U,20 Feb 2019,Emailed to check portal. Went to the interview weekend. Disappointed but not surprised—POI mentioned funding shortages during meeting so I had a sense of what to expect. Congrats to all admitted! This is a fantastic program.
194,Duke University,"Biology, Other (F19)",Other,POST,20 Feb 2019,O,20 Feb 2019,To the Duke Biology Post Below: Have you heard anything about the admission? I did not received an interview nor a rejection...
195,Duke University,"Biology, PhD (F19)",Accepted,E-mail,18 Feb 2019,,19 Feb 2019,Email from POI.
196,Duke University,"Molecular Cancer Biology, PhD (F19)",Accepted,E-mail,7 Feb 2019,A,19 Feb 2019,
197,Duke-NUS (National University Of Singapore) Medical School,"Integrated Biology And Medicine (IBM), PhD (F19)",Interview,E-mail,4 Feb 2019,A,18 Feb 2019,Invited to PhD applicant day in Singapore (Feb. 21) [No travel funds]
198,Duke University,"Cell And Molecular Biology (CMB), PhD (F19)",Other,Other,18 Feb 2019,O,18 Feb 2019,The committee is meeting this week. We should hear back soon.
199,Duke University,"Cell And Molecular Biology (CMB), PhD (F19)",Other,Other,18 Feb 2019,O,18 Feb 2019,Anyone heard back after 1st interview session (1/31)? Or will 1st & 2nd interview results be released at the same time?
200,Duke University,"Computational Biology And Bioinformatics, PhD (F19)",Rejected,Website,13 Feb 2019,A,17 Feb 2019,Received email directing you to Applicant Self-Service where you receive the committee decision.
201,Duke University,"Biomedical Engineering, PhD (F19)",Interview,E-mail,15 Jan 2019,A,17 Feb 2019,"Was given a Skype interview from POI, but haven't heard back yet. Is it safe to assume rejection?"
202,Duke University,"Biochemistry, PhD (F19)",Accepted,Website,14 Feb 2019,I,14 Feb 2019,
203,Duke University,"Computational Biology, PhD (F19)",Rejected,Postal Service,14 Feb 2019,I,13 Feb 2019,"no interview, just called me to check the portal"
204,Duke University,"Computational Biology And Bioinformatics, PhD (F19)",Other,Other,13 Feb 2019,I,13 Feb 2019,"To the international students who got reject emails from Duke CBB recently, were you rejected after a skype interview or without one? Thanks!"
205,Duke University,"Computational Biology, PhD (F19)",Rejected,Website,13 Feb 2019,I,13 Feb 2019,0a/3r/0w/5p Bracing myself for the inevitable
206,Duke University,"Computational Biology, PhD (F19)",Rejected,Website,13 Feb 2019,I,13 Feb 2019,
207,Duke University,"Cell And Molecular Biology Program (CMB), PhD (F19)",Rejected,Website,11 Feb 2019,U,11 Feb 2019,Received an email told me to check through the website (with only one like account). Didn't have one then spent 5 mins to register and see a generic rejection letter. What a waste of time :)
208,Duke University,"Biomedical Engineering, PhD (F19)",Interview,E-mail,6 Feb 2019,I,7 Feb 2019,
209,Duke University,"Molecular Cancer Biology, PhD (F19)",Other,E-mail,7 Feb 2019,U,7 Feb 2019,"Emailed Duke Admissions to check on application status since I haven't heard anything at all (no interview invitation). They responded saying decisions are sent February and March, that it will be available on application portal. Totally does not help"
210,Duke University,"Computational Biology And Bioinformatics, PhD (F19)",Interview,E-mail,6 Feb 2019,I,6 Feb 2019,I applied there as a joke. No clue how this followed through =')
211,Duke University,"Biostatistics, Masters (F19)",Accepted,E-mail,6 Feb 2019,I,5 Feb 2019,Was actually denied from the phd program and got accepted by its ms. But why do they think I should ever come?
212,Duke University,"Biostatistics, Masters (F19)",Accepted,E-mail,1 Feb 2019,U,1 Feb 2019,
213,Duke University,"Biostatistics, PhD (F19)",Rejected,Website,31 Jan 2019,I,1 Feb 2019,"That is alright. I did not want to come to Duke anyway, because of the ""Do not speak Chinese at Duke"" event happened recently. So this rejection really gave me convenience."
214,Duke University,"Biostatistics, PhD (F19)",Rejected,E-mail,31 Jan 2019,A,31 Jan 2019,Was interviewed.
215,Duke University,"Biostatistics, PhD (F19)",Rejected,Website,31 Jan 2019,U,31 Jan 2019,1.17  interview and reject today
216,Duke University,"Biostatistics, PhD (F19)",Rejected,Website,31 Jan 2019,U,31 Jan 2019,Didn't receive the interview....
217,Duke University,"Biostatistics, PhD (S19)",Rejected,Website,31 Jan 2019,U,31 Jan 2019,
218,Duke University,"Biostatistics, PhD (F19)",Rejected,Website,31 Jan 2019,U,31 Jan 2019,
219,Duke University,"Biostatistics, PhD (F19)",Other,Other,31 Jan 2019,O,31 Jan 2019,To the Duke Biostatistics posters below - Were you interviewed by the program? I have not been interviewed yet.
220,Duke University,"Biostatistics, PhD (F19)",Rejected,E-mail,31 Jan 2019,U,31 Jan 2019,
221,Duke University,"Biostatistics, PhD (F19)",Rejected,E-mail,31 Jan 2019,U,31 Jan 2019,
222,Duke University,"Biostatistics, Masters (F19)",Accepted,E-mail,25 Jan 2019,A,25 Jan 2019,"Same as below, rejected from Ph.D. but then accepted into Masters"
223,Duke University,"Biostatistics, Masters (F19)",Accepted,E-mail,25 Jan 2019,A,25 Jan 2019,Got rejected from their PhD program a few days ago
224,Duke University,"Biostatistics, PhD (F19)",Rejected,Website,17 Jan 2019,A,23 Jan 2019,I have a MS in biostats from a top-5 program
225,Duke University,"Biostatistics, PhD (F19)",Rejected,Website,22 Jan 2019,A,22 Jan 2019,
226,Duke University,"Biology, PhD (F19)",Interview,E-mail,9 Jan 2019,A,22 Jan 2019,"Received e-mail from POI telling me that the GAC has included me in the interview short list. Was given a choice between the weekend of January 24th - January 27th, 2019, or February 7th - February 10th, 2019."
227,Duke University,"Biostatistics, PhD (S19)",Rejected,E-mail,22 Jan 2019,A,22 Jan 2019,
228,Duke University,"Biostatistics, PhD (F19)",Rejected,Website,17 Jan 2019,A,18 Jan 2019,
229,Duke University,"Biostatistics, PhD (F19)",Interview,E-mail,18 Jan 2019,A,17 Jan 2019,
230,Duke University,"Biostatistics, PhD (F19)",Interview,E-mail,16 Jan 2019,U,17 Jan 2019,
231,Duke University,"Biomedical Engineering, PhD (F19)",Other,Other,15 Jan 2019,U,15 Jan 2019,To the poster below: It seemed like an individual email because the PI who I am interested in working with was CC'ed. Maybe they're slowly going through potential candidates?
232,Duke University,"Biomedical Engineering, PhD (F19)",Other,POST,15 Jan 2019,O,15 Jan 2019,To the poster below: when was the email? is it a mass email? haven't heard from them.
233,Duke University,"Biomedical Engineering, PhD (F19)",Interview,E-mail,15 Jan 2019,U,15 Jan 2019,"I received an email for a ""group recruitment visit"". I am assuming it's for a tour and interview? Can anyone confirm?"
234,Duke University,"Biomedical Engineering, PhD (F19)",Interview,E-mail,11 Jan 2019,A,11 Jan 2019,From POI
235,Duke University,"Biology, PhD (F19)",Other,Other,10 Jan 2019,U,10 Jan 2019,"To the poster below, the email was from POI but the interview is on campus, i.e. ""formal"". There are two time slots available: Jan 24-27 and Feb 7-10. Good luck!"
236,Duke University,"Biology, PhD (F19)",Other,Other,10 Jan 2019,,10 Jan 2019,"Poster below for Biology PhD, was this a formal interview weekend or a POI-specific lab visit? If it is a formal interview weekend, then what are the dates? Thanks!"
237,Duke University,"Biomedical Engineering, PhD (F19)",Interview,E-mail,19 Dec 2018,,9 Jan 2019,Received email for Skype conversation with POI.
238,Duke University,"Biology, PhD (F19)",Interview,E-mail,9 Jan 2019,U,9 Jan 2019,Email from POI.
239,Duke University,"Biomedical Engineering, PhD (F19)",Interview,E-mail,3 Jan 2019,A,4 Jan 2019,Invited to an official on-site interview after a Skype interview with potential PI. Apparently Duke's admissions process is informal interview>formal visitation>acceptance/rejection
240,Duke University,"Biomedical Engineering, PhD (F19)",Interview,E-mail,27 Dec 2018,A,27 Dec 2018,Emailed directly by a potential PI for a phone or Skype interview
241,Duke University,"Biomedical Engineering (BME), PhD (F19)",Interview,E-mail,26 Dec 2018,,27 Dec 2018,Request to interview over Skype.
242,Duke University,"Cell & Molecular Biology (CMB), PhD (F19)",Interview,E-mail,14 Dec 2018,A,21 Dec 2018,
243,Duke University,"Cell And Molecular Biology Program, PhD (F19)",Interview,E-mail,14 Dec 2018,A,19 Dec 2018,
244,Duke University,"Cell And Molecular Biology, PhD (F19)",Interview,E-mail,14 Dec 2018,A,18 Dec 2018,"2 pubs, REU, Goldwater"
245,Duke University,"Developmental And Stem Cell Biology, PhD (F19)",Interview,Phone,18 Dec 2018,A,18 Dec 2018,
246,Duke University,"Cellular And Molecular Biology (CMB), PhD (F19)",Interview,E-mail,14 Dec 2018,A,17 Dec 2018,Invited to interview on the weekend of Jan 31-Feb 2 or Feb 14-16
247,Duke University,"Developmental And Stem Cell Biology, PhD (F19)",Interview,Phone,17 Dec 2018,A,17 Dec 2018,
248,Duke University,"Computational Biology & Bioinformatics (CBB), PhD (F19)",Interview,E-mail,17 Dec 2018,U,17 Dec 2018,
249,Duke University,"Computational Biology And Bioinformatics (CBB), PhD (F19)",Interview,E-mail,17 Dec 2018,A,17 Dec 2018,"Two interview weekends: Feb 7-9, Feb 21-23"
